Symbol;H9_RPKM;FB_RPKM
JMJD6;1,62;4,23
JMJD7;0,51;1,46
JMJD4;0,53;0,9
JMJD5;0,46;0,49
ZHX2;3,91;2,47
ZHX3;0,54;3,83
JMJD8;2,01;3,4
ZHX1;1,59;12,6
APPL1;16,08;17,11
APPL2;9,15;20,22
MEMO1;23,16;18,97
SIGMAR1;16,88;12,67
HS3ST5;1,95;0,22
HS3ST4;0,73;2,94
HS3ST2;0,82;0,52
HS3ST1;0,06;0,38
CLCNKA;0,02;0
KGFLP2;0,85;1,79
KGFLP1;0,07;0,15
PHOSPHO2;5,76;6,76
ZNHIT3;37,69;28,33
ZNHIT2;0,12;0,04
ZNHIT1;5;6,74
ZNHIT6;6,02;5,31
DYX1C1-CCPG1;6,56;10,81
NFATC2IP;12,2;11,09
ZNF816-ZNF321;2,65;1,97
FAAH2;3,87;1,68
ZP3;0,13;0,38
TTYH1;0,06;6,13
TTYH2;0,23;2,24
TTYH3;4,6;8,17
STK11IP;0,42;0,64
PMF1-BGLAP;14,48;7,73
C6orf64;3,18;6,39
C6orf62;76,18;53,24
NFS1;7,92;4,3
FBXL3;6,14;12,09
FBXL2;1,76;9,75
DES;0,19;0
FBXL4;4,91;3,39
DEK;165,73;149,29
MANEA;3,9;9,85
MIR221;0,67;0,26
HTR2C;1,24;3,62
HTR2B;0,07;0,11
GBA2;11,27;8,78
KIAA0895;0,2;11,64
GBAS;29,24;40,84
TBPL1;31,36;24
ESAM;0,11;0,22
ERMN;0,24;0,11
ACE;0,1;0,02
ACD;0,46;1,19
ATP5S;3,39;4,99
ATP5J;71,51;53,77
ATP5I;90,91;49,45
ATP5H;196,58;109,04
ATP5O;220,62;141,51
ME3;0,3;0,48
ME2;22,05;19,23
ATP5B;408,22;237,24
ATP5E;188,63;246,35
ATP5D;0,03;0,18
MPZL2;0,95;0,17
MPZL3;1,01;0,32
TBK1;17,97;8,64
MPZL1;27,59;21,47
LOC90834;0,65;1,16
ST6GALNAC6;2,24;3,43
CYP7B1;0,28;0,79
LOC729177;0,37;0,12
LOC729176;0,57;0,44
LOC729178;0,01;1,46
MET;7,14;0,38
CLPX;33,65;18,69
FLJ36644;0,08;1,06
CXADRP2;0,19;0,08
CLPP;1,35;1,9
CLPB;1,99;2,33
FEZF1;2,71;10,29
FEZF2;0;2,25
SLC9A3R2;0,17;0,01
SLC9A3R1;6,56;2,2
LOC646471;0,16;1,99
SLC40A1;0,06;3,19
CLP1;11,84;4,94
DTWD2;7,37;1,68
DTWD1;13,59;8,44
CPM;0,3;0,05
CPO;0,82;0,29
CPD;22,23;18,15
CPE;5,56;97,5
CPZ;0,83;0,04
CYP46A1;0,04;1,23
BANK1;0,92;0,03
DOC2A;0,52;1,08
DOC2B;0,07;1,48
PWRN1;0,71;2
PWRN2;0,02;0,07
LMTK3;0,01;0,26
LMTK2;5,13;4,65
RMRP;0;0,11
HHIP;0,15;8,88
PSAP;79,68;73,88
GABRP;2,35;0,21
KRT17;0,01;0
KRT10;8,41;8,52
GABRE;0,47;0,65
GABRD;0,02;0,08
KRT19;2,51;0,18
KRT18;48,71;2,3
SLC26A6;1,84;0,83
NBPF9;0,38;6,03
NBPF7;0,05;0,21
PAG1;0,17;5,06
NBPF3;3,67;3,17
NBPF1;0,92;9,61
THSD1P1;2,36;6,57
PKLR;0,29;2,26
TM9SF4;11,03;15,45
TM9SF1;4,83;6,22
TM9SF3;57,17;44,09
TM9SF2;86,17;50,72
SPATS2L;17,47;4,99
MEPCE;2,9;3,85
KCNC4;0,53;0,69
KCNC1;0,02;2,39
KCNC2;0,03;0,98
KCNC3;0;0,16
TH1L;11,79;20,33
MFSD6L;0,2;0
NGFR;0,34;1,29
ACAA2;75,2;17,26
ACAA1;3,58;4,46
GRIA3;0,59;5,91
ARIH2;30,25;17,43
ARIH1;31,31;22,83
SUFU;1,01;2,54
PLA2G4C;0,3;0,35
PLA2G4B;0,32;1,6
PLA2G4A;0,97;0,32
INPP4A;4,63;10,23
CMTM8;2,48;1,54
CMTM3;4,97;4,55
CMTM1;0;0,25
CMTM6;39,02;23,57
CMTM7;8,58;3,77
CMTM4;14,15;10,31
CMTM5;0;0
COL11A1;14,17;12,08
CHRFAM7A;0,51;2,21
LAD1;2,07;0
NDUFA11;0,35;0,62
NDUFA12;81,95;66,92
NDUFA13;4,56;9,06
ALDH1L2;2,78;1,97
ALDH1L1;0,03;0,04
GNG7;0,81;1,76
GNG4;3,03;34,45
GNG5;95,64;56,06
GNG2;6,2;105,36
GNG3;0,83;16,93
GNG8;0;0,05
FUS;68,79;53,31
UGT3A2;9,09;0,06
UGT3A1;0,27;0
FUZ;1,91;3,28
SMARCE1;64,23;102,96
FUK;0,09;0,31
RASGEF1C;0,04;0,37
RASGEF1B;0,76;5,26
RASGEF1A;2,37;0,85
SMYD4;4,7;4,65
SMYD5;9,5;4,11
TRDMT1;4,68;6,64
SMYD2;5,75;12,32
SMYD3;6,84;7,43
LOC100129550;0,74;3,63
FAM78A;0,09;0,13
FAM78B;0,41;0,73
LY75;1,73;0,05
CLK1;10,21;40,18
CLK2;9,18;13,62
CLK3;2,21;3,77
CLK4;4,48;9,59
ONECUT2;0,26;4,21
ONECUT1;0,23;0,83
LOC100129083;0,17;0,33
TMEM150A;0,68;0,61
TMEM150C;1,22;3,58
MTO1;10,03;4,79
LYSMD3;8,33;7,03
LYSMD2;0,7;0,63
LYSMD1;2,09;4,4
RRAS2;90,06;14,61
LYSMD4;2,78;4,07
MTOR;13,63;9,23
OMG;0,08;0,31
C2orf63;1,22;4,87
C2orf62;0,02;0,04
C2orf60;5,53;4,58
C2orf67;9,44;10,5
C2orf66;0,04;1,12
C2orf65;1,28;0,02
C2orf69;13,27;9,96
C2orf68;7,2;11,14
SC4MOL;94,28;64,96
HIP1;13,89;13,55
SNHG11;1,46;2,08
LRRC8C;1,61;1,69
SNHG12;21,23;6,08
LOC728190;9,41;6,7
CYBB;0,08;0,17
CYBA;0,85;0,25
CEACAM19;0,2;1,11
HMHA1;0,22;0,29
CIDEB;5,33;5,5
HSF1;2,37;3,03
LOC653566;12,49;16,36
HSF2;11,47;26,84
PRPF4B;29,35;26,82
C7orf55;2,36;4,36
C7orf54;0,08;0,22
C7orf57;0,32;0,25
C7orf51;0,06;0,92
C7orf50;0,97;2,59
C7orf53;0,55;0,91
C7orf52;0;0,5
C7orf59;3,11;4,08
C7orf58;0,03;0,05
RORB;0,12;2,89
RORA;0,68;1,95
MIR548I2;0,21;0,11
MST1P2;0,12;0,13
MIR548I1;0,21;0,33
ZNF471;0,01;0,04
ZNF470;1,49;4,1
ZNF473;2,79;5,76
ZNF474;0,02;0,43
MST1P9;0,31;0,89
LOC100132741;0,5;0
ROR2;0,48;0,59
ROR1;16,2;0,95
SLTM;49,33;30,05
SFI1;1,14;2,36
KPNA6;20,94;11,1
KPNA5;5,46;11,98
KPNA4;49,45;37,69
KPNA3;35,26;29,46
KPNA2;435,54;164,07
KPNA1;16,82;23,33
UNC119B;18,38;20,64
FRS3;0,09;0,87
FRS2;7,97;10,99
MIR92A1;1,1;0,38
GOLT1B;22,91;18,52
GOLT1A;0,59;0,16
MIR92A2;1,83;0
MIR199B;0;0
SNORA80B;0;0,44
B4GALT1;6,96;2,48
B4GALT3;4,55;5,07
B4GALT2;2,52;5,17
B4GALT5;23,51;19,81
NINL;4,32;6,41
B4GALT7;0,38;0,81
B4GALT6;15,67;9,43
LOC648809;1,01;1,49
TRRAP;8,23;9,12
FAM174B;7,15;1,41
FAM174A;2,02;2,61
CYP19A1;0,01;0,02
SPRN;0,11;0,89
VMAC;0,26;1,31
DOHH;0,06;0,03
FAM83H;1,66;0,28
PPP2R1A;20,45;29,06
PPP2R1B;21,8;6,96
JHDM1D;4,57;5,51
ZMYND17;1,29;1,26
ZMYND12;0,07;0,2
ZMYND10;0;0,16
ZMYND11;11,28;29,04
ZMYND19;5,5;4,45
WNT2B;0,1;1,82
URGCP-MRPS24;36,25;17,46
HSPB2;0,07;0,03
HSPB1;0,55;0,55
HSPB8;3,95;0,34
HSPB9;0;0
KIAA0913;0,69;2,93
PBXIP1;2,34;2,63
NAV1;3,15;17,44
NSFP1;3,56;7,17
NAV3;0,57;8,35
NAV2;5,36;2,12
LIG1;4,11;6,04
LIG3;14,58;9,81
IREB2;42,39;30,16
RNMTL1;6,54;2,73
BOLL;0,09;0,07
BARHL2;0;0,7
CSPG4;0,08;0,04
CSPG5;1,59;10,83
ZKSCAN1;5,42;27,26
ZKSCAN3;3,78;4,28
ZKSCAN2;3,6;9,46
ZKSCAN5;7,38;6,89
ZKSCAN4;3,27;3,22
LOC100132724;0,1;0,06
LOC645513;5,48;8,11
AJAP1;0,7;1,29
TMEM182;0,77;1,61
TMEM181;13,47;18,37
TMEM180;0,38;0,68
TMEM187;0,48;0,89
TMEM186;4,88;4,33
TMEM189;3,11;1,84
TMEM188;7,4;9,3
TAF7;77,35;85,82
TAF6;3,4;3,28
TAF5;8,14;5,44
TAF4;5,38;6,23
TAF3;5,19;4,27
TAF2;15,76;13,39
TAF1;8,9;12,46
HMOX1;2,74;0,04
TAF9;58,93;27,35
HMOX2;5,25;3,83
TSPAN32;0,04;0,12
TSPAN33;5,35;1,78
TSPAN31;9,54;15,5
ALAD;3,35;6,59
FOSB;0,03;0,03
ALG9;4;10,5
LRRCC1;9,36;10,94
FNIP1;4,72;6,06
FNIP2;3,12;14,33
AKAP8L;13,43;14,78
NPM3;14,37;3,4
TCF24;0,43;0,02
TCF25;3,08;11,62
PDCD4;8,2;33,54
PDCD5;92,95;64,13
PDCD2;21,39;10,29
PRUNE;11,92;9,5
MINA;5,75;4,43
HDLBP;43,16;32,97
ARFGEF1;39,16;16,36
ARFGEF2;9,19;6,7
PLEKHA8P1;3,43;1,28
FLJ39653;0,48;0,57
KARS;100,28;45,75
RAB39B;4,19;9,37
IL12A;0,43;0,08
LOC283392;0,48;1,89
RPIA;7,97;7,96
SEC22C;7,81;10,14
SEC22B;21,64;27,76
SEC22A;4,09;5,78
SSFA2;3,14;14,25
CELA2B;0,23;0,23
PDCD10;49,53;15,47
PDCD11;14,77;7,77
ATPIF1;30,9;22,72
PRNP;22,07;24,52
TMEM59;45,52;48,41
TMEM57;5,44;15,04
TMEM54;0,06;0,03
SCLY;5,26;2,43
TMEM52;0,1;0,03
TMEM53;0,43;0,58
TMEM51;0,65;0,44
FAM84B;16,38;4,84
FAM84A;0,25;6,65
ZNF677;1,64;3,11
ZNF675;14,07;14
ZNF674;1,98;2,19
ZNF673;3,59;7,66
ZNF671;1,77;5,61
ZNF670;6,01;5,33
SNN;9,81;35,07
KTI12;3,06;2,02
ZNF678;5,72;6,53
ACLY;66,45;35,65
MGST2;4,81;0,79
MGST3;56,02;58,38
MGST1;223,06;22,53
C9orf130;0,15;2,19
GMDS;19,67;4,84
LSR;2,05;0,23
LSS;2,33;4,98
C9orf135;18,98;0,45
PRSS54;1,19;1,36
PRSS50;0,02;0
PRSS53;0,08;0,19
MPV17;15,87;14,56
LIN28B;49,34;10,83
LIN28A;374,89;5,14
OTUD7B;4,26;2,69
SNRPB2;67,48;42,91
SH3D19;21,18;2,54
VAPB;10,25;14,46
VAPA;20,71;24,96
TMEM154;0,75;0,23
FOXO1;19,35;5,61
NRN1L;0;0
IFIH1;0,53;0,05
ACTR10;21,72;30,81
ARL11;0,14;0
ARL10;1,14;8,35
ARL15;8,87;10,99
ARL16;10,38;9,19
LOC550112;4,67;5,62
WDR45L;35,91;17,22
KIF4B;0,02;0,05
KIF4A;18,45;19,67
ANGEL2;11,17;12,07
DHRS7B;3,63;3
LOC338799;2,74;10,75
AP3B2;0,58;6,1
EIF4E3;7,24;7,62
EIF4E2;49,54;21,33
SERP2;0,38;3,07
WDR78;0,13;1,23
ACTR1B;2,88;7,02
ACTR1A;22,43;37,7
WDR70;19,45;12,84
WDR73;5,81;14,76
WDR72;1,26;0,82
WDR75;65,19;27,53
WDR74;7,28;3,23
WDR77;29,43;15,06
WDR76;7,73;9,17
MCF2;1,79;2,46
CDO1;10,77;53,43
PRPF8;47,81;45,19
PRPF3;26,49;21,08
PRPF4;20,02;14,22
PRPF6;10,56;11,59
ZNF487P;0,63;1,81
CD177;0,05;0,01
PCF11;13,21;16
ZFP64;2,36;1,91
PIP4K2A;15,81;10,49
ZFP62;8,97;16,85
PIP4K2C;12,04;5,39
PIP4K2B;14,05;42,83
CSAD;0,34;4,58
CDON;3,59;7,93
RPRM;1;0,73
PRKG1;3,54;1,83
PRKG2;1,17;0,49
PMEPA1;4,85;1,88
CALML6;0,07;0,03
CALML4;3,84;5,31
CREM;3,17;3,9
PDGFRB;1,35;0,46
ANKRD13D;0,12;0,66
ANKRD13B;0,53;3,2
ANKRD13C;6,42;8,53
KIAA1468;11,59;11,66
KIAA1467;6,4;10,27
AIDA;79,58;30,48
KIAA1462;0,3;0,64
PDGFRL;0,75;0,17
TMSB10;334,23;502,01
MCTP1;0,89;1,36
MCTP2;0,54;0,01
SMNDC1;34,49;22,37
IER5L;0,02;0,74
LOC100505876;11,12;1,74
PCIF1;0,87;2,49
LOC220906;9,67;11,64
NDOR1;0,25;0,41
BABAM1;15,17;9,52
SNORD88A;0;0
SNORD88B;0,09;0,08
SNORD88C;0,03;0,27
AGRN;0,38;0,88
RABL5;4,58;12,24
RABL3;10,27;7,86
MIR93;0,45;0
PACRGL;5,61;8,93
MIR98;0;0
FLJ35946;0,3;0,95
RUFY1;6,11;9,17
RUFY3;8,31;46,42
RUFY2;3,16;13,37
OR13A1;0,01;0,03
PLK1S1;21,8;7,3
MIR711;0;0
GPAM;8,54;9,72
PAICS;291,1;108,47
ACSM1;0,12;0,03
ACSM3;2,08;2,19
EIF4ENIF1;6,14;9,66
TRIM28;22,05;17,32
TRIM24;62,59;62,17
TRIM25;6,96;2,51
TRIM21;5,03;1,58
TRIM22;34,36;1,25
TRIM23;5,36;10,12
GNPAT;26,8;30,58
F2R;8,77;28,48
PPDPF;1,14;5,29
DNAJC28;2,09;1,4
DNAJC27;1,59;5,28
DNAJC25;7,16;5,6
DNAJC24;10,19;12,5
DNAJC22;0,03;0,21
REP15;0,22;0,4
DTD1;32,43;36,82
MIR124-2;0;0,14
BAG2;17,47;2,09
BAG3;2,27;1,61
BAG1;5,46;7,38
BAG6;0,17;0,23
BAG4;12,78;7,94
BAG5;15,94;13,34
KMO;2,11;2,88
ATXN1L;8,75;5,85
ZNF385B;1,02;0,29
ZNF385A;0,28;0,66
UTP11L;30,36;15,64
ATXN10;53,43;61,66
RAP1GAP2;5,49;1,68
MYL12B;196,28;76,59
MYL12A;188,52;26,13
BAGE;0,03;0,11
TMPO;46,73;65,11
ECM2;0,03;0,07
ECM1;0,02;0,5
RAB3IL1;0,07;0,06
NAP1L1;295,46;110,46
NAP1L2;11,27;11,55
NAP1L3;55,93;43,97
NAP1L4;63,02;57,63
SLC48A1;1,22;1,56
NAP1L6;0,97;0,07
TRDN;1,9;0,02
PEAK1;5,22;5,95
IL1RAP;2,1;0,77
KIAA1143;20,66;17,02
KIAA1147;13,82;17,9
KANK4;0,05;0,15
KANK2;2,61;1,46
KANK3;0,22;0,28
KANK1;7,42;1,8
LOC729513;1,43;2,4
CANX;148,88;157,98
ABHD8;0,05;0,33
MYLIP;4,27;2,69
ABHD2;4,44;12,53
ABHD3;3,63;13,89
ABHD1;0,82;0,41
ABHD6;0,83;4,31
ABHD4;7,66;2,99
ABHD5;4,34;5,4
TWF1;24,19;30,67
TWF2;1,25;0,97
SOCS3;4,35;0,85
BCL2L2-PABPN1;51,38;69,22
USHBP1;0,2;0
SSU72;44,04;24,68
LOC100499227;0,21;0
C5orf62;6,79;1,43
C5orf60;0,05;0
CCNH;20,52;14,47
GGT3P;0,02;0,01
FAM47E;0,48;1,44
GTF3A;54,43;38,57
CCNJ;19,69;20,33
BATF2;0,19;0
BATF3;0,32;0,14
LOC100499484;1,29;0,65
FAM120B;5,94;10,91
FAM120C;0,93;1,99
FAM120A;16,07;11
LOC100499489;0;0,8
MAPK14;16,76;10,34
MAPK15;0,05;0,71
MAPK10;0,81;17,48
MAPK11;0,01;1,53
MAPK12;0,62;1,26
MAPK13;4,16;0,65
MIR550B1;0;0
FZD1;0,22;4,48
FZD2;0,98;7,25
FZD3;6,1;32,73
FZD4;3,84;2,28
FZD5;29,33;15,3
FZD6;8,63;2,4
IQUB;0,52;0,62
HUS1;6,02;4,82
SNORD114-1;0;0
MOCOS;6,75;0,57
C10orf72;0,26;0,77
C10orf76;5,88;9,27
C8orf44-SGK3;2,89;1,24
ASH1L;6,39;15,42
AMFR;6,32;12,87
USO1;127,9;25,01
EIF3C;67,5;37,28
PICK1;1,18;1,7
MRTO4;17,31;9,09
LPXN;0,8;1,41
TMIGD2;0,02;0,06
NUP43;29,43;15,04
SCARNA27;3,55;3,02
SCARNA22;0,53;1,36
SCARNA23;0,19;0,04
SCARNA20;0;0
SCARNA21;0;0,19
TCTEX1D2;7,32;34,06
DBX2;0,02;0,1
DBX1;0;0,07
TARBP2;1,82;1,44
TARBP1;10,32;20,91
ZNF652;5,05;5,77
PPCS;16,26;12,18
PSPC1;35,87;27,49
PPP2R4;11,58;9,08
LOC285074;9,28;4,33
LOC113230;0,1;0,49
RAPGEF4;0,47;2,47
UBE4A;17,22;16,85
PTGDR;0,01;0
PTGDS;0,04;0
TBC1D23;12,53;11,53
TBC1D20;3,79;8,71
TBC1D26;0,06;0,38
TBC1D25;0,57;1,34
C6orf1;0,05;0,51
TBC1D28;0,03;0,06
C20orf151;0;0
FUNDC2;10,07;14,96
TBC1D2B;2,97;2,77
ZNF354A;11,96;15,16
TYRO3;5,02;3,31
ZNF382;2,46;10,03
ZNF354C;0,89;0,42
ZNF823;1,47;3,61
ZNF354B;6,24;9,23
WDFY3;8,18;13,22
WDFY2;9,83;6,14
WDFY1;41,43;18,96
TPI1P2;0,06;0,39
TPI1P3;0,38;0,41
TFAMP1;0,06;0,39
ANKRD35;0,39;0,19
ANKRD36;2,32;13,83
ANKRD37;0,68;2,25
ANKRD31;0,13;0,15
ANKRD32;9,76;15,14
ANKRD33;0,05;0,01
ANKRD39;1;0,96
MECR;2,58;2,12
SLC27A5;0,21;0,19
SLC27A4;0,59;1,31
SLC27A6;3,12;0,26
PRAM1;0;0,01
SLC27A3;0,56;0,58
SLC27A2;2,66;1,16
AK8;0,04;0,43
TBCK;8,5;15,23
WDR85;3,13;3,96
AK3;20,75;19,81
PRRC1;26,52;17,98
AK1;0,53;1,98
TBCD;7,44;9,56
TBCC;4,66;4,7
TBCB;8,07;11,84
TBCA;263,85;118,25
AK4;50,64;10,92
MME;11,33;0,45
MMD;24,19;27,71
SH2D3A;0,61;0,01
SH2D3C;0,06;0,29
LOC643406;0,74;0,72
CELP;0,16;0,3
TMEM55A;12,43;8,52
TMEM55B;5,75;7,69
LIN9;6,91;6,7
SLC24A6;0,45;0,21
SLC24A4;0,02;0,08
SLC24A5;17,3;31,37
SLC24A2;1,31;0,65
SLC24A3;0,44;2,28
SLC24A1;1,72;0,83
PLEKHM1P;0,19;0,97
ITLN2;0,84;0
LOC440356;0,23;0,1
UHMK1;13,24;12,11
ZXDB;4,38;5,4
ZXDC;3,9;5,85
ZXDA;0,28;0,24
ZNF702P;1,96;4,75
ANKRD36B;1,68;12
EXOSC8;57,06;37,1
EXOSC9;61,82;32,71
BCKDK;2,68;2,54
EXOSC2;21,32;13,13
EXOSC3;29,69;15,62
EXOSC1;22;7,68
EXOSC6;4,8;5,29
EXOSC7;25,3;11,07
EXOSC4;0,32;0,54
EXOSC5;0,34;0,47
TULP3;8,51;8,56
TULP1;0,16;0,01
TULP4;2,05;6,37
DISC1;0,44;0,25
INCENP;3,98;4,15
PSMB10;2,09;1,01
PAOX;0,19;0,47
SKP2;36,59;25,9
INS-IGF2;0,11;1,2
SKP1;136,21;100,37
NOC2L;5,83;3,99
IFI16;0,35;0,93
LRRFIP1;13,56;6,78
TFIP11;5,78;6,3
LPAR2;2,67;6,86
LPAR3;2,76;0,03
LPAR1;0,67;2,12
LPAR6;2,69;0,14
LPAR4;4,76;5,9
LPAR5;0,1;0,01
SPECC1;11,43;8,86
LIMS2;0,12;0
LIMS3;0,79;0,58
LIMS1;12,64;7,97
ST13P4;4,95;3,14
SUN2;0,37;2,32
SUN3;0,17;0,02
SUN1;16,55;21,63
HIST1H3B;0;0
HIST1H3A;0;0
HIST1H3F;0;0
HIST1H3G;0,05;0,02
HIST1H3D;0;0,03
HIST1H3E;0;0,2
HIST1H3J;0,08;0
RBM14-RBM4;14,31;15,54
HIST1H3I;0;0
SEC11A;154,06;61,48
SEC11C;34,9;51,92
MYADM;6,83;1,91
IDH3A;13,1;12,94
OMA1;12,24;3,38
FAM18B2-CDRT4;6,15;9,51
PCYT1A;8,47;5,28
PCYT1B;10,37;10,35
LOC100132215;1,15;4,41
PRRX1;0,04;0,34
PRRX2;0;0
LOC401233;0,38;1,18
RGR;0,02;0,21
TNRC6A;25,22;20,93
RGN;0,25;0,26
CARD8;2,51;9,38
CARD6;0,26;0,01
ERP27;0,04;0,02
HMP19;0,08;157,65
ERP29;73,11;26,05
SMG5;12,05;8,16
ABCA10;0,02;0,38
ABCA12;0,02;0,07
ABCA13;0,04;0,09
ARHGEF9;4,92;21,96
IDH3G;0,93;2,16
ARHGEF2;4,18;6,49
ARHGEF3;1,56;1,95
LOC389247;0,08;0,17
LOC650368;19,64;4,9
CDH8;1,22;3,41
BMP2K;7,06;5,17
MTG1;5,68;5,69
COCH;29,79;9,02
MAEL;0,15;0,22
PLGLB1;0,68;3,59
PLGLB2;0,68;3,59
UFM1;39,28;38,82
TXNL4A;32;21,59
TXNL4B;3,39;4,47
FBLL1;0;0,39
SRGAP2P2;6,7;12,45
FAM53B;0,68;3,92
FAM53A;0,05;0,02
AHCY;64,06;18,96
PARG;12,29;8,26
DHDDS;6,19;6,33
TIMP4;2,78;0,02
TIMP3;1,09;3,86
EPX;0,02;0,23
PARN;26,65;9,2
PARL;47,43;18,81
EPO;0;0,02
PAGE2B;0;0
SEMA7A;0,85;0,87
DDX5;241,63;258,44
DDX6;42,18;64,01
DDX1;101,59;69,14
PAR1;2,04;0,31
SCN3A;0,02;16,74
SCN3B;0,3;24,23
ZNF215;8,33;1,56
ZNF217;19,81;6,24
ZNF211;6,59;11,96
ZNF213;0,06;0,36
HLA-C;4,31;0,92
HLA-B;0,14;0,02
HLA-A;1,57;0,73
SLC7A5;20,45;3,96
SLC7A3;51,41;6,38
PHF21B;2,24;9,7
DKFZP586I1420;5,1;4,4
SNORD101;4,54;1,54
SNORD100;4,31;3,28
SNORD102;10,21;4,92
SNORD105;0,13;0
SNORD104;0,26;0
SNORD107;14,77;3,99
SNORD108;42,68;10,06
IPO8;21,05;14,69
IPO9;15,53;25,1
IPO7;109,87;61,41
IPO4;2,93;1,8
IPO5;162,07;85,93
NRBP2;1,81;11,05
NRBP1;40,5;25,5
RAB8B;17,11;42,16
RAB8A;13,74;10,65
SCPEP1;17,21;4,28
MGAT5B;0,15;1,16
GABPB2;0,94;2,48
PAQR8;2,57;5,2
GABPB1;14,66;10,67
PHYHD1;1,07;0,11
PAQR3;21,48;24,51
STOX2;4,33;5,71
PAQR5;1,72;0,18
PAQR4;1,7;3,69
PAQR7;1,35;1,06
PAQR6;0,52;1,52
FADS1;40,2;63,76
FADS3;0,73;0,58
FADS2;21,68;31,29
FADS6;0;0,03
SIL1;1,03;2,14
PRR5L;0,4;2,64
ACAD10;2,57;2,85
ACAD11;13,16;10,32
CARNS1;0,03;0,01
PLOD2;21,76;8,96
PLOD3;1,42;0,83
CMPK2;0,2;1,71
PLOD1;3,13;1,35
RAD21;123,82;131,28
ALDH6A1;7,69;9,48
NR2E1;0,01;37,96
NR2E3;0,07;0,36
OR2A20P;3,76;0,05
DUS4L;8,27;6,41
JPH2;0,13;0,01
JPH3;1,32;2,91
JPH1;9,02;4,12
JPH4;1,59;9,07
TYK2;0,81;1,77
BOD1;54,81;33,74
SLITRK6;0,2;10,28
SLITRK4;1,17;2,78
SLITRK5;0,65;10,54
SLITRK2;0,05;9,79
SLITRK3;0,26;3,52
SLITRK1;0,23;7,97
PAPPA;0,09;3,88
PIK3C2B;1,64;9,34
PIK3C2A;33,9;17,94
LOC400927;6,13;6,03
CEP76;8,56;5,3
CEP70;19,18;21,21
CEP72;2,07;1,85
CEP78;19,79;21,47
TSN;53,27;32,06
USP17L2;0,04;0,07
C14orf43;0,95;2,66
C14orf45;1,44;4,95
TPK1;1,11;0,67
TANK;8,59;9,74
MTHFSD;1,05;2,93
MST4;115,01;28,62
MST1;0,06;0,41
CYP3A43;0;0,23
SMG7;17,99;22,05
MSTN;0;0,26
DLG2;1,81;11,96
SMG1;20,27;20,51
KIAA1377;0,7;3,65
EPDR1;4,7;2,11
HMBS;8,04;3,04
SLC30A10;0,05;0,93
ROM1;0,02;0,09
PPEF1;0,09;0,47
KIAA1598;21,3;44,03
LOC100506144;7,96;1
FITM2;0,26;1
GREB1L;0,03;6,08
LOC283314;0,48;0,12
AP1S2;64,25;48,02
AP1S3;3,32;1,09
KAZN;0,97;2,87
PELO;6,85;3,04
POTEF;0,53;4,39
POTEE;0,21;1,84
ASIP;0,09;0,13
C21orf90;0,27;0,35
C21orf91;10,42;7,16
COX4NB;11,51;7,17
GPR44;2,62;0,46
GPR45;0,02;0,58
RNU86;1,45;0,33
ARMCX6;7,13;20,28
ARMCX5;7,27;7,25
ARMCX4;1,6;7,79
ARMCX3;9,87;69,72
ARMCX2;37,18;24,52
ARMCX1;12,61;15,78
FUT4;4,04;0,59
FUT3;0;0,09
PNMT;0,03;0,03
FUT1;1,46;0,1
FUT9;1,6;16,35
FUT8;6,52;17,14
GHR;0,16;1,45
ATP5J2;152,93;93,36
SF1;32,09;36,64
VTCN1;0,12;0,27
NCRNA00094;4,1;8,68
NCRNA00092;0,02;0,1
LOC100132832;0,58;1,07
DDX39B;0,06;0,13
DDX39A;8,44;5,53
PXT1;0,06;0,15
PLXND1;1,45;0,24
RPL23AP7;2,29;4,04
PEX11A;1,73;4,6
PEX11B;5,75;10,36
APCDD1L;0,11;0
PAFAH1B1;37,49;90,77
PAFAH1B3;0,97;4,37
PAFAH1B2;25,45;24,29
C10orf125;0,51;0,08
C10orf129;0,12;0
SFN;0,16;0
ACTB;852,93;422,6
STARD10;0,77;1,32
STARD13;1,3;0,47
MT1X;4,48;0,36
ARHGAP15;0,02;0,22
MT1H;0,23;0
MT1E;0,98;0
MT1F;3,14;0,73
MT1G;0,93;0
BLVRB;0,72;0,67
BLVRA;16,64;9,77
GLTPD2;0;0,01
GLTPD1;0,18;0,32
STARD4;23,32;19,61
FBXL19-AS1;0,21;0,93
FAM35B;12,37;0,96
CERCAM;0,1;0,46
FAM35A;33,25;7,89
NAE1;117,09;56,19
GXYLT1;8,87;6,59
GXYLT2;1,72;0,45
CSPP1;4,93;7,32
TBCEL;6,13;6,88
PUS1;2,65;0,56
PUS3;14,3;7,77
F13A1;0,15;0,01
NOP58;110,88;42,17
HEATR8-TTC4;4,59;3,01
ETS2;12,08;2,83
ETS1;28,41;0,6
AQP11;0,68;1,7
CHRM5;0,03;0,84
CHRM4;0;0,18
CHRM3;1,03;0,43
CHRM2;0,01;0,22
HSPC072;0,15;0,84
MGAT1;4,12;3,3
MGAT2;11,1;11,03
MGAT3;0,39;2,97
MGAT5;10,55;18,48
GLRX;10,49;4,69
MMP9;0,15;0,05
MMP7;0;0,08
MMP2;4,53;1,74
MMP1;0,17;0,1
TRAPPC2L;15,38;10,87
GNPTAB;22,1;17,61
KCNE1;0,11;0,09
LOC100379224;4,76;18,57
CBFA2T3;0,03;1,85
CBFA2T2;2,26;6,71
